"Name"
"Marit Malm Frafjord"
"Mariya Igorevna Gromova"
"Mark Semyonovich Rakita"
"Mark William Knowles"
"Mark Zabel"
"Marlenis Costa Blanco"
"Marlies Oelsner-Ghr"
"Matthew Nicholas Matt Biondi"
"Matthias Behr"
"Maurizio Damilano"
"Meghan Christina Agosta (-Marciano)"
"Michael Fred Phelps, II"
"Michael John York"
"Michal Martikn"
"Michal Yves Robert Guigou"
"Michele Maffei"
"Mijan Lpez Nez"
"Mikhail Ivanovich Burtsev"
"Misty Erie May-Treanor"
"Mitsuo Tsukahara"
"Monica Theodorescu"
"Monika Weber-Koszto (-Schreck, -Clasen)"
"Moritz Frste"
"Naim Sleymanolu"
"Naomi Frances van As"
"Natalie Anne Coughlin (-Hall)"
"Nataliya Sergeyevna Ishchenko"
"Natasa Douchev-Janics"
"Nicolae Munteanu"
"Nikola Karabatic"
"Nikolay Yefimovich Andrianov"
"Nina Nikolayevna Smoleyeva (-Nikitina)"
"Nina Vasilyevna Gavrylyuk"
"Norbert Norb Schemansky"
"Novlene Hilaire Williams-Mills"
"Ole Einar Bjrndalen"
"Oleg Elekpayevich Saitov"
"Olga Alekseyevna Zaytseva (-Augustin)"
"Olga Tass-Lemhnyi (Todenbier-)"
"Olli Veli Pekka Jokinen"
"Omar Ajete Iglesias"
"Omar Linares Izquierdo"
"Ondej Synek"
"Orestes Kindeln Olivares"
"Paola Vukojicic"
"Patricia Tricia Dunn-Luoma"
"Pau Gasol Sez"
"Paul Bert Elvstrm"
"Pavol Hochschorner"
"Per Magnus Andersson"
"Per Ola Markus Lindgren"
"Perica Buki"
"Pertti Johannes Karppinen"
"Peter-Michael Kolbe"
"Peter Hochschorner"
"Piero D'Inzeo"
"Pierre Roger Valdemar Thorsson"
"Pl Bjarne Tyldum"
"Pl dm Kovcs"
"Polina Hryhorivna Astakhova"
"Pter Biros"
"Pyrros Dimas"
"Qin Kai"
"Raimondas arnas Mariulionis"
"Raimondo D'Inzeo"
"Ralph Harold Boston"
"Randhir Singh Gentle"
"Ranganathan Francis"
"Rebecca D. Becky Kellar (-Duke)"
"Regla Maritza Bell McKenzie"
"Regla Radameris Torres Herrera"
"Reiner Klimke"
"Renate Lingor"
"ric Bdard"
"Ricco Gro"
"Rimas Kurtinaitis"
"Robert Jeffrey Dover"
"Robert Marek Korzeniowski"
"Rodney Stuart Pattisson"
"Rodolfo Rudy Fernndez Farrs"
"Rodrigo Rodrigo Santana"
"Roland Matthes"
"Rudolf Krpti"
"Ryan Steven Lochte"
"Ryoko Tamura-Tani"
"Ryszard Zub"
"Sabine Christiane Bau"
"Sami Sakari Salo"
"Sanya Richards-Ross"
"Saori Yoshida"
"Sawao Kato"
"Seimone Delicia Augustus"
"Serena Jamika Williams"
"Sergey Aleksandrovich Belov"
"Sergey Aleksandrovich Sharikov"
"Sergey Vladimirovich Chepikov"
"Sergey Yuryevich Tetyukhin"
"Shannon Leigh Boxx"
"Shelly-Ann Fraser-Pryce"
"Sheryl Denice Swoopes"
"Srgio Escadinha Dutra dos Santos"
"Stacey Annette Nuveman (-Deniz)"
"Stanislav Alekseyevich Pozdnyakov"
"Stefania Belmondo"
"Stephan Volkert"
"Stephen Geoffrey Steven Redgrave"
"Stephen John Davies"
"Steven Dennis Steve Timmons"
"Suzanne Brigit Sue Bird"
"Suzy Batkovic (-Brown)"
"Sven Fischer"
"Svetlana Alekseyevna Romashina"
"Svetlana Vasilyevna Khorkina"
"Sylvia Shaqueria Fowles"
"Tadahiro Nomura"
"Talant Mushanbetovich Duyshebayev"
"Tamika Devonne Catchings"
"Tams Kss"
"Tams Molnr"
"Tan Liangde"
"Tatyana Pavlovna Firova"
"Teemu Ilmari Selnne"
"Tefilo Stevenson Laurence"
"Teresa Edwards"
"Teun Floris de Nooijer"
"Theodora Elisabeth Gerarda Anky van Grunsven"
"Thierry Omeyer"
"Thomas Harold Tom Ponting"
"Thomas Lange"
"Thomas Michael Tom Jager"
"Thomas Morgenstern"
"Tibor Benedek"
"Timo Boll"
"Tirunesh Dibaba Keneni"
"Tobias Constantin Hauke"
"Tomas Runar Svensson"
"Trude Dybendahl-Hartz"
"Udham Singh Kular"
"Ulrich Wehling"
"Usain St. Leo Bolt"
"Vadim Anatolyevich Khamuttskikh"
"Valdis Muinieks"
"Valerie Kasanita Adams-Vili (-Price)"
"Valery Borisovich Kharlamov"
"Valery Ivanovich Vasilyev"
"Vanja (Franjo-) Udovii"
"Veikko Johannes Hakulinen"
"Viktor Grigoryevich Kuzkin"
"Viktor Saneyev"
"Vincenzo Maenza"
"Viorica Susanu"
"Virgilijus Alekna"
"Vitaly Semyonovich Davydov"
"Vladimir Vladimirovich Petrov"
"Vladislav Aleksandrovich Tretyak"
"Vra slavsk (-Odloilov)"
"Vyacheslav Nikolayevich Ivanov"
"Wang Hao"
"Wang Yifu"
"Wilfried Dietrich"
"William Parry O'Brien, Jr."
"Wojciech Mikoaj Zabocki"
"Wolfgang Hoppe"
"Wolfgang Linger"
"Wu Minxia"
"Yekaterina Anatolyevna Khodotovich-Karsten"
"Yelena Dmitriyevna Novikova-Belova"
"Yelena Gadzhiyevna Isinbayeva"
"Yelena Valeryevna Vlbe (Trubitsyna-)"
"Yevgeny Konstantinovich Sharonov"
"Yevgeny Romanovich Grishin"
"Yu Nam-Gyu"
"Yukio Endo"
"Yuliya Vladimirovna Pakhalina"
"Yumilka Ruz Luaces"
"Yuriy Heorhiyovych Siedykh"
"Yuriy Mykhailovych Poiarkov"
"Yury Fyodorovich Sisikin"
"Yury Yevlampiyevich Titov"
"Zinada Mykhailivna Turchyna (Stolitenko-)"
"Zita-Eva Funkenhauser"
"Zoltn Kammerer"
"Zoltn Szcsi"
